Technology,Zone,EC_Category,New_Build,soc_t1h1,soc_t1h2,soc_t1h3,soc_t1h4,soc_t1h5,soc_t1h6,soc_t1h7,soc_t1h8,soc_t1h9,soc_t1h10,soc_t1h11,soc_t1h12,soc_t1h13,soc_t1h14,soc_t1h15,soc_t1h16,soc_t1h17,soc_t1h18,soc_t1h19,soc_t1h20,soc_t1h21,soc_t1h22,soc_t1h23,soc_t1h24,soc_t2h1,soc_t2h2,soc_t2h3,soc_t2h4,soc_t2h5,soc_t2h6,soc_t2h7,soc_t2h8,soc_t2h9,soc_t2h10,soc_t2h11,soc_t2h12,soc_t2h13,soc_t2h14,soc_t2h15,soc_t2h16,soc_t2h17,soc_t2h18,soc_t2h19,soc_t2h20,soc_t2h21,soc_t2h22,soc_t2h23,soc_t2h24,soc_t3h1,soc_t3h2,soc_t3h3,soc_t3h4,soc_t3h5,soc_t3h6,soc_t3h7,soc_t3h8,soc_t3h9,soc_t3h10,soc_t3h11,soc_t3h12,soc_t3h13,soc_t3h14,soc_t3h15,soc_t3h16,soc_t3h17,soc_t3h18,soc_t3h19,soc_t3h20,soc_t3h21,soc_t3h22,soc_t3h23,soc_t3h24,soc_t4h1,soc_t4h2,soc_t4h3,soc_t4h4,soc_t4h5,soc_t4h6,soc_t4h7,soc_t4h8,soc_t4h9,soc_t4h10,soc_t4h11,soc_t4h12,soc_t4h13,soc_t4h14,soc_t4h15,soc_t4h16,soc_t4h17,soc_t4h18,soc_t4h19,soc_t4h20,soc_t4h21,soc_t4h22,soc_t4h23,soc_t4h24
Battery,AP_MD,Candidate,1,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2918.2563259481385,2918.2563259481385,2918.2563259481385,2918.2563259481385,2918.2563259481385,2918.2563259481385,2918.2563259481385,2918.2563259481385,2918.2563259481385,2918.2563259481385,2918.2563259481385,2918.2563259481385,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785,2876.8822228284785
Battery,CE_IL,Candidate,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battery,ATSI_PA,Candidate,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battery,DPL_DE,Candidate,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battery,PE_PA,Candidate,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battery,PS_NJ,Candidate,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battery,BC_MD,Candidate,1,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2412.851898144379,2412.851898144379,2412.851898144379,2412.851898144379,2412.851898144379,2412.851898144379,2412.851898144379,2412.851898144379,2412.851898144379,2412.851898144379,2412.851898144379,2412.851898144379,2412.851898144379,2412.851898144379,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807,2364.1769654866807
Battery,DAY_OH,Candidate,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battery,DPL_MD,Candidate,1,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147,626.0506724117147
Battery,DUQ_PA,Candidate,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battery,EKPC_KY,Candidate,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battery,OVEC_OH,Candidate,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battery,PN_PA,Candidate,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battery,PL_PA,Candidate,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battery,PEP_MD,Candidate,1,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,189.36844846420504,189.36844846420504,189.36844846420504,189.36844846420504,189.36844846420504,189.36844846420504,189.36844846420504,189.36844846420504,189.36844846420504,189.36844846420504,189.36844846420504,189.36844846420504,189.36844846420504,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635,132.89013927312635
Battery,RECO_NJ,Candidate,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
