C,Nodal Load Weights Report
C,Filename: nodal_load_weights_202407_4003.csv
C,Report generated 2024-08-20 10:43:55 EST
H,Day,Hour,Location ID,Network Node Description,MW Factor,Energy Component,Congestion Component,Marginal Loss Component,Price
"D","2024-07-13","13","15411","LD.CHARLOTT12.5","3.000","33.49","0.0","0.29","33.78"
"D","2024-07-13","13","15412","LD.N_FERRIS12.5","1.000","33.49","0.0","0.26","33.75"
"D","2024-07-13","13","16847","LD.STOWE   34.5","7.000","33.49","0.0","0.05","33.54"
"D","2024-07-13","13","17147","LD.EAST_AVE34.5","31.000","33.49","0.0","0.31","33.8"
"D","2024-07-13","13","36881","LD.NEWFANE 46","10.000","33.49","0.0","-0.05","33.44"
"D","2024-07-13","13","36893","LD.LIMEKILN34.5","13.000","33.49","0.0","0.3","33.79"
"D","2024-07-13","13","36981","LD.LYNDONVL34.5","8.000","33.49","0.0","-0.88","32.61"
"D","2024-07-13","13","37894","LD.TAFTS_CR12.5","8.000","33.49","0.0","0.3","33.79"
"D","2024-07-13","13","37895","LD.VERNONRD46","5.000","33.49","0.0","-0.08","33.41"
"D","2024-07-13","13","40321","LD.JAY_VT  46","11.000","33.49","0.0","-0.6","32.89"
"D","2024-07-13","13","46680","LD.GEORGIA 34.5","1.000","33.49","0.0","-0.13","33.36"
"D","2024-07-13","14","2437","LD.BARRE_VT34.5","37.000","36.76","0.0","-0.5","36.26"
"D","2024-07-13","14","4445","LD.BERLINVT34.5","17.000","36.76","0.0","-0.37","36.39"
"D","2024-07-13","14","4446","LD.STJHNSBY34.5","8.000","36.76","0.0","-1.27","35.49"
"D","2024-07-13","14","4447","LD.IRASBURG46","4.000","36.76","0.0","-1.4","35.36"
"D","2024-07-13","14","4448","LD.HIGHGATE46","18.000","36.76","0.0","-1.91","34.85"
"D","2024-07-13","14","4449","LD.STALBANS34.5","17.000","36.76","0.0","-1.33","35.43"
"D","2024-07-13","14","4450","LD.E_FAIRFX34.5","22.000","36.76","0.0","-0.98","35.78"
"D","2024-07-13","14","4451","LD.ESSEX   34.5","26.000","36.76","0.0","-0.19","36.57"
"D","2024-07-13","14","4453","LD.EAST_AVE13.8","18.000","36.76","0.0","-0.16","36.6"
"D","2024-07-13","14","4454","LD.QUEENCTY34.5","13.000","36.76","0.0","0.04","36.8"
"D","2024-07-13","14","4455","LD.QUEENCTY13.8","16.000","36.76","0.0","0.04","36.8"
"D","2024-07-13","14","4456","LD.NEW_HAVN46","4.000","36.76","0.0","0.0","36.76"
"D","2024-07-13","14","4457","LD.MIDLEBRY46","11.000","36.76","0.0","0.05","36.81"
"D","2024-07-13","14","4458","LD.BLISVILL46","9.000","36.76","0.0","0.01","36.77"
"D","2024-07-13","14","4459","LD.N_RUTLND46","16.000","36.76","0.0","0.04","36.8"
"D","2024-07-13","14","4460","LD.ASCUTNEY46","14.000","36.76","0.0","0.38","37.14"
"D","2024-07-13","14","4461","LD.FLORNCE 46","19.000","36.76","0.0","0.03","36.79"
"D","2024-07-13","14","4462","LD.WINDSOR 46","9.000","36.76","0.0","0.38","37.14"
"D","2024-07-13","14","4463","LD.HARTFDVT46","13.000","36.76","0.0","0.4","37.16"
"D","2024-07-13","14","4464","LD.CHELSEVT46","11.000","36.76","0.0","-0.23","36.53"
"D","2024-07-13","14","4466","LD.MIDDLESX34.5","15.000","36.76","0.0","-0.29","36.47"
"D","2024-07-13","14","4467","LD.VERNONRD69","9.000","36.76","0.0","-0.16","36.6"
"D","2024-07-13","14","4468","LD.BENINGTN46","29.000","36.76","0.0","-0.39","36.37"
"D","2024-07-13","14","4470","LD.COLD_RV 46","13.000","36.76","0.0","0.07","36.83"
"D","2024-07-13","14","10494","LD.TAFTS_CR34.5","9.000","36.76","0.0","-0.11","36.65"
"D","2024-07-13","14","14167","LD.VERGENNE34.5","2.000","36.76","0.0","0.02","36.78"
"D","2024-07-13","14","15410","LD.SHELBURN12.5","8.000","36.76","0.0","0.06","36.82"
"D","2024-07-13","14","15411","LD.CHARLOTT12.5","4.000","36.76","0.0","0.05","36.81"
"D","2024-07-13","14","16847","LD.STOWE   34.5","11.000","36.76","0.0","-0.23","36.53"
"D","2024-07-13","14","17147","LD.EAST_AVE34.5","28.000","36.76","0.0","-0.16","36.6"
"D","2024-07-13","14","36881","LD.NEWFANE 46","11.000","36.76","0.0","-0.13","36.63"
"D","2024-07-13","14","36893","LD.LIMEKILN34.5","12.000","36.76","0.0","-0.16","36.6"
"D","2024-07-13","14","36981","LD.LYNDONVL34.5","8.000","36.76","0.0","-1.26","35.5"
"D","2024-07-13","14","37894","LD.TAFTS_CR12.5","9.000","36.76","0.0","-0.11","36.65"
"D","2024-07-13","14","37895","LD.VERNONRD46","5.000","36.76","0.0","-0.16","36.6"
"D","2024-07-13","14","40321","LD.JAY_VT  46","11.000","36.76","0.0","-1.47","35.29"
"D","2024-07-13","14","46680","LD.GEORGIA 34.5","1.000","36.76","0.0","-0.98","35.78"
"D","2024-07-13","15","2437","LD.BARRE_VT34.5","27.000","26.97","0.0","-0.56","26.41"
"D","2024-07-13","15","4445","LD.BERLINVT34.5","14.000","26.97","0.0","-0.51","26.46"
"D","2024-07-13","15","4446","LD.STJHNSBY34.5","6.000","26.97","0.0","-1.13","25.84"
"D","2024-07-13","15","4447","LD.IRASBURG46","5.000","26.97","0.0","-1.49","25.48"
"D","2024-07-13","15","4448","LD.HIGHGATE46","14.000","26.97","0.0","-2.41","24.56"
"D","2024-07-13","15","4449","LD.STALBANS34.5","23.000","26.97","0.0","-1.79","25.18"
"D","2024-07-13","15","4450","LD.E_FAIRFX34.5","23.000","26.97","0.0","-1.39","25.58"
"D","2024-07-13","15","4451","LD.ESSEX   34.5","29.000","26.97","0.0","-0.59","26.38"
"D","2024-07-13","15","4453","LD.EAST_AVE13.8","19.000","26.97","0.0","-0.56","26.41"
"D","2024-07-13","15","4454","LD.QUEENCTY34.5","7.000","26.97","0.0","-0.31","26.66"
"D","2024-07-13","15","4455","LD.QUEENCTY13.8","16.000","26.97","0.0","-0.31","26.66"
"D","2024-07-13","15","4456","LD.NEW_HAVN46","10.000","26.97","0.0","-0.17","26.8"
"D","2024-07-13","15","4457","LD.MIDLEBRY46","16.000","26.97","0.0","-0.12","26.85"
"D","2024-07-13","15","4458","LD.BLISVILL46","12.000","26.97","0.0","-0.21","26.76"
"D","2024-07-13","15","4459","LD.N_RUTLND46","17.000","26.97","0.0","-0.09","26.88"
"D","2024-07-13","15","4460","LD.ASCUTNEY46","13.000","26.97","0.0","0.23","27.2"
"D","2024-07-13","15","4461","LD.FLORNCE 46","20.000","26.97","0.0","-0.11","26.86"
"D","2024-07-13","15","4462","LD.WINDSOR 46","11.000","26.97","0.0","0.23","27.2"
"D","2024-07-13","15","4463","LD.HARTFDVT46","18.000","26.97","0.0","0.26","27.23"
"D","2024-07-13","15","4464","LD.CHELSEVT46","15.000","26.97","0.0","-0.28","26.69"
"D","2024-07-13","15","4466","LD.MIDDLESX34.5","13.000","26.97","0.0","-0.49","26.48"
"D","2024-07-13","15","4467","LD.VERNONRD69","10.000","26.97","0.0","-0.18","26.79"
"D","2024-07-13","15","4468","LD.BENINGTN46","30.000","26.97","0.0","-0.47","26.5"
"D","2024-07-13","15","4470","LD.COLD_RV 46","15.000","26.97","0.0","-0.06","26.91"
"D","2024-07-13","15","10494","LD.TAFTS_CR34.5","8.000","26.97","0.0","-0.49","26.48"
"D","2024-07-13","15","15410","LD.SHELBURN12.5","7.000","26.97","0.0","-0.28","26.69"
"D","2024-07-13","15","15411","LD.CHARLOTT12.5","4.000","26.97","0.0","-0.25","26.72"
"D","2024-07-13","15","16847","LD.STOWE   34.5","7.000","26.97","0.0","-0.49","26.48"
"D","2024-07-13","15","17147","LD.EAST_AVE34.5","28.000","26.97","0.0","-0.56","26.41"
"D","2024-07-13","15","36881","LD.NEWFANE 46","13.000","26.97","0.0","-0.17","26.8"
"D","2024-07-13","15","36893","LD.LIMEKILN34.5","12.000","26.97","0.0","-0.56","26.41"
"D","2024-07-13","15","36981","LD.LYNDONVL34.5","8.000","26.97","0.0","-1.18","25.79"
"D","2024-07-13","15","37894","LD.TAFTS_CR12.5","8.000","26.97","0.0","-0.49","26.48"
"D","2024-07-13","15","37895","LD.VERNONRD46","6.000","26.97","0.0","-0.18","26.79"
"D","2024-07-13","15","40321","LD.JAY_VT  46","11.000","26.97","0.0","-1.64","25.33"
"D","2024-07-13","16","2437","LD.BARRE_VT34.5","32.000","27.48","0.0","-0.52","26.96"
"D","2024-07-13","16","4445","LD.BERLINVT34.5","14.000","27.48","0.0","-0.45","27.03"
"D","2024-07-13","16","4446","LD.STJHNSBY34.5","9.000","27.48","0.0","-1.14","26.34"
"D","2024-07-13","16","4447","LD.IRASBURG46","5.000","27.48","0.0","-1.46","26.02"
"D","2024-07-13","16","4448","LD.HIGHGATE46","15.000","27.48","0.0","-2.26","25.22"
"D","2024-07-13","16","4449","LD.STALBANS34.5","20.000","27.48","0.0","-1.61","25.87"
"D","2024-07-13","16","4450","LD.E_FAIRFX34.5","22.000","27.48","0.0","-1.2","26.28"
"D","2024-07-13","16","4451","LD.ESSEX   34.5","26.000","27.48","0.0","-0.42","27.06"
"D","2024-07-13","16","4453","LD.EAST_AVE13.8","19.000","27.48","0.0","-0.38","27.1"
"D","2024-07-13","16","4454","LD.QUEENCTY34.5","7.000","27.48","0.0","-0.15","27.33"
"D","2024-07-13","16","4455","LD.QUEENCTY13.8","15.000","27.48","0.0","-0.15","27.33"
"D","2024-07-13","16","4456","LD.NEW_HAVN46","2.000","27.48","0.0","-0.02","27.46"
"D","2024-07-13","16","4457","LD.MIDLEBRY46","10.000","27.48","0.0","0.02","27.5"
"D","2024-07-13","16","4458","LD.BLISVILL46","8.000","27.48","0.0","0.09","27.57"
"D","2024-07-13","16","4459","LD.N_RUTLND46","14.000","27.48","0.0","0.07","27.55"
"D","2024-07-13","16","4460","LD.ASCUTNEY46","14.000","27.48","0.0","0.35","27.83"
"D","2024-07-13","16","4461","LD.FLORNCE 46","18.000","27.48","0.0","0.05","27.53"
"D","2024-07-13","16","4462","LD.WINDSOR 46","12.000","27.48","0.0","0.35","27.83"
"D","2024-07-13","16","4463","LD.HARTFDVT46","20.000","27.48","0.0","0.36","27.84"
"D","2024-07-13","16","4464","LD.CHELSEVT46","16.000","27.48","0.0","-0.22","27.26"
"D","2024-07-13","16","4466","LD.MIDDLESX34.5","12.000","27.48","0.0","-0.41","27.07"
"D","2024-07-13","16","4467","LD.VERNONRD69","13.000","27.48","0.0","-0.04","27.44"
"D","2024-07-13","16","4468","LD.BENINGTN46","30.000","27.48","0.0","-0.05","27.43"
"D","2024-07-13","16","4470","LD.COLD_RV 46","13.000","27.48","0.0","0.08","27.56"
"D","2024-07-13","16","10494","LD.TAFTS_CR34.5","7.000","27.48","0.0","-0.32","27.16"
"D","2024-07-13","16","15410","LD.SHELBURN12.5","6.000","27.48","0.0","-0.13","27.35"
"D","2024-07-13","16","15411","LD.CHARLOTT12.5","1.000","27.48","0.0","-0.1","27.38"
"D","2024-07-13","16","16847","LD.STOWE   34.5","7.000","27.48","0.0","-0.4","27.08"
"D","2024-07-13","16","17147","LD.EAST_AVE34.5","28.000","27.48","0.0","-0.38","27.1"
"D","2024-07-13","16","36881","LD.NEWFANE 46","14.000","27.48","0.0","-0.03","27.45"
"D","2024-07-13","16","36893","LD.LIMEKILN34.5","11.000","27.48","0.0","-0.39","27.09"
"D","2024-07-13","16","36981","LD.LYNDONVL34.5","8.000","27.48","0.0","-1.18","26.3"
"D","2024-07-13","16","37894","LD.TAFTS_CR12.5","7.000","27.48","0.0","-0.32","27.16"
"D","2024-07-13","16","37895","LD.VERNONRD46","6.000","27.48","0.0","-0.04","27.44"
"D","2024-07-13","16","40321","LD.JAY_VT  46","11.000","27.48","0.0","-1.6","25.88"
"D","2024-07-13","17","2437","LD.BARRE_VT34.5","30.000","41.62","0.0","-0.83","40.79"
"D","2024-07-13","17","4444","LD.SO_HERO 13.2","4.000","41.62","0.0","-1.4","40.22"
"D","2024-07-13","17","4445","LD.BERLINVT34.5","13.000","41.62","0.0","-0.72","40.9"
"D","2024-07-13","17","4446","LD.STJHNSBY34.5","8.000","41.62","0.0","-1.77","39.85"
"D","2024-07-13","17","4447","LD.IRASBURG46","7.000","41.62","0.0","-2.21","39.41"
"D","2024-07-13","17","4448","LD.HIGHGATE46","17.000","41.62","0.0","-3.37","38.25"
"D","2024-07-13","17","4449","LD.STALBANS34.5","25.000","41.62","0.0","-2.38","39.24"
"D","2024-07-13","17","4450","LD.E_FAIRFX34.5","21.000","41.62","0.0","-1.77","39.85"
"D","2024-07-13","17","4451","LD.ESSEX   34.5","26.000","41.62","0.0","-0.58","41.04"
"D","2024-07-13","17","4453","LD.EAST_AVE13.8","19.000","41.62","0.0","-0.53","41.09"
"D","2024-07-13","17","4454","LD.QUEENCTY34.5","8.000","41.62","0.0","-0.17","41.45"
"D","2024-07-13","17","4455","LD.QUEENCTY13.8","16.000","41.62","0.0","-0.17","41.45"
"D","2024-07-13","17","4456","LD.NEW_HAVN46","2.000","41.62","0.0","0.02","41.64"
"D","2024-07-13","17","4457","LD.MIDLEBRY46","10.000","41.62","0.0","0.08","41.7"
"D","2024-07-13","17","4458","LD.BLISVILL46","11.000","41.62","0.0","0.16","41.78"
"D","2024-07-13","17","4459","LD.N_RUTLND46","18.000","41.62","0.0","0.16","41.78"
"D","2024-07-13","17","4460","LD.ASCUTNEY46","17.000","41.62","0.0","0.58","42.2"
"D","2024-07-13","17","4461","LD.FLORNCE 46","20.000","41.62","0.0","0.12","41.74"
"D","2024-07-13","17","4462","LD.WINDSOR 46","13.000","41.62","0.0","0.58","42.2"
"D","2024-07-13","17","4463","LD.HARTFDVT46","22.000","41.62","0.0","0.6","42.22"
"D","2024-07-13","17","4464","LD.CHELSEVT46","18.000","41.62","0.0","-0.33","41.29"
"D","2024-07-13","17","4466","LD.MIDDLESX34.5","11.000","41.62","0.0","-0.66","40.96"
"D","2024-07-13","17","4467","LD.VERNONRD69","13.000","41.62","0.0","-0.04","41.58"
"D","2024-07-13","17","4468","LD.BENINGTN46","30.000","41.62","0.0","-0.01","41.61"
"D","2024-07-13","17","4470","LD.COLD_RV 46","15.000","41.62","0.0","0.19","41.81"
"D","2024-07-13","17","10494","LD.TAFTS_CR34.5","7.000","41.62","0.0","-0.43","41.19"
"D","2024-07-13","17","15410","LD.SHELBURN12.5","7.000","41.62","0.0","-0.12","41.5"
"D","2024-07-13","17","15411","LD.CHARLOTT12.5","1.000","41.62","0.0","-0.08","41.54"
"D","2024-07-13","17","15412","LD.N_FERRIS12.5","1.000","41.62","0.0","-0.06","41.56"
"D","2024-07-13","17","16847","LD.STOWE   34.5","7.000","41.62","0.0","-0.61","41.01"
"D","2024-07-13","17","17147","LD.EAST_AVE34.5","30.000","41.62","0.0","-0.53","41.09"
"D","2024-07-13","17","36881","LD.NEWFANE 46","15.000","41.62","0.0","-0.03","41.59"
"D","2024-07-13","17","36893","LD.LIMEKILN34.5","12.000","41.62","0.0","-0.53","41.09"
"D","2024-07-13","17","36981","LD.LYNDONVL34.5","9.000","41.62","0.0","-1.82","39.8"
"D","2024-07-13","17","37894","LD.TAFTS_CR12.5","8.000","41.62","0.0","-0.43","41.19"
"D","2024-07-13","17","37895","LD.VERNONRD46","7.000","41.62","0.0","-0.04","41.58"
"D","2024-07-13","17","40321","LD.JAY_VT  46","11.000","41.62","0.0","-2.4","39.22"
"D","2024-07-13","18","2437","LD.BARRE_VT34.5","29.000","46.06","0.0","-0.88","45.18"
"D","2024-07-13","18","4444","LD.SO_HERO 13.2","2.000","46.06","0.0","-1.76","44.3"
"D","2024-07-13","18","4445","LD.BERLINVT34.5","14.000","46.06","0.0","-0.75","45.31"
"D","2024-07-13","18","4446","LD.STJHNSBY34.5","9.000","46.06","0.0","-1.98","44.08"
"D","2024-07-13","18","4447","LD.IRASBURG46","8.000","46.06","0.0","-2.58","43.48"
"D","2024-07-13","18","4448","LD.HIGHGATE46","18.000","46.06","0.0","-3.79","42.27"
"D","2024-07-13","18","4449","LD.STALBANS34.5","26.000","46.06","0.0","-2.7","43.36"
"D","2024-07-13","18","4450","LD.E_FAIRFX34.5","23.000","46.06","0.0","-2.03","44.03"
"D","2024-07-13","18","4451","LD.ESSEX   34.5","32.000","46.06","0.0","-0.7","45.36"
"D","2024-07-13","18","4453","LD.EAST_AVE13.8","19.000","46.06","0.0","-0.64","45.42"
"D","2024-07-13","18","4454","LD.QUEENCTY34.5","10.000","46.06","0.0","-0.27","45.79"
"D","2024-07-13","18","4455","LD.QUEENCTY13.8","17.000","46.06","0.0","-0.27","45.79"
"D","2024-07-13","18","4456","LD.NEW_HAVN46","4.000","46.06","0.0","-0.17","45.89"
"D","2024-07-13","18","4457","LD.MIDLEBRY46","12.000","46.06","0.0","-0.1","45.96"
"D","2024-07-13","18","4458","LD.BLISVILL46","12.000","46.06","0.0","-0.34","45.72"
"D","2024-07-13","18","4459","LD.N_RUTLND46","17.000","46.06","0.0","-0.04","46.02"
"D","2024-07-13","18","4460","LD.ASCUTNEY46","18.000","46.06","0.0","0.49","46.55"
"D","2024-07-13","18","4461","LD.FLORNCE 46","18.000","46.06","0.0","-0.1","45.96"
"D","2024-07-13","18","4462","LD.WINDSOR 46","12.000","46.06","0.0","0.49","46.55"
"D","2024-07-13","18","4463","LD.HARTFDVT46","20.000","46.06","0.0","0.52","46.58"
"D","2024-07-13","18","4464","LD.CHELSEVT46","16.000","46.06","0.0","-0.41","45.65"
"D","2024-07-13","18","4466","LD.MIDDLESX34.5","13.000","46.06","0.0","-0.68","45.38"
"D","2024-07-13","18","4467","LD.VERNONRD69","13.000","46.06","0.0","-0.25","45.81"
"D","2024-07-13","18","4468","LD.BENINGTN46","35.000","46.06","0.0","-0.8","45.26"
"D","2024-07-13","18","4470","LD.COLD_RV 46","15.000","46.06","0.0","0.01","46.07"
"D","2024-07-13","18","10494","LD.TAFTS_CR34.5","9.000","46.06","0.0","-0.55","45.51"
"D","2024-07-13","18","15410","LD.SHELBURN12.5","10.000","46.06","0.0","-0.23","45.83"
"D","2024-07-13","18","15411","LD.CHARLOTT12.5","4.000","46.06","0.0","-0.21","45.85"
"D","2024-07-13","18","16847","LD.STOWE   34.5","8.000","46.06","0.0","-0.64","45.42"
"D","2024-07-13","18","17147","LD.EAST_AVE34.5","32.000","46.06","0.0","-0.64","45.42"
"D","2024-07-13","18","36881","LD.NEWFANE 46","16.000","46.06","0.0","-0.23","45.83"
"D","2024-07-13","18","36893","LD.LIMEKILN34.5","14.000","46.06","0.0","-0.65","45.41"
"D","2024-07-13","18","36981","LD.LYNDONVL34.5","9.000","46.06","0.0","-2.06","44.0"
"D","2024-07-13","18","37894","LD.TAFTS_CR12.5","9.000","46.06","0.0","-0.55","45.51"
"D","2024-07-13","18","37895","LD.VERNONRD46","7.000","46.06","0.0","-0.25","45.81"
"D","2024-07-13","18","40321","LD.JAY_VT  46","13.000","46.06","0.0","-2.82","43.24"
"D","2024-07-13","18","46680","LD.GEORGIA 34.5","1.000","46.06","0.0","-2.03","44.03"
"D","2024-07-13","19","2437","LD.BARRE_VT34.5","37.000","66.56","0.0","-1.08","65.48"
"D","2024-07-13","19","4444","LD.SO_HERO 13.2","4.000","66.56","0.0","-2.63","63.93"
"D","2024-07-13","19","4445","LD.BERLINVT34.5","17.000","66.56","0.0","-0.88","65.68"
"D","2024-07-13","19","4446","LD.STJHNSBY34.5","13.000","66.56","0.0","-2.73","63.83"
"D","2024-07-13","19","4447","LD.IRASBURG46","9.000","66.56","0.0","-3.62","62.94"
"D","2024-07-13","19","4448","LD.HIGHGATE46","20.000","66.56","0.0","-5.33","61.23"
"D","2024-07-13","19","4449","LD.STALBANS34.5","31.000","66.56","0.0","-3.76","62.8"
"D","2024-07-13","19","4450","LD.E_FAIRFX34.5","27.000","66.56","0.0","-2.83","63.73"
"D","2024-07-13","19","4451","LD.ESSEX   34.5","34.000","66.56","0.0","-0.96","65.6"
"D","2024-07-13","19","4453","LD.EAST_AVE13.8","19.000","66.56","0.0","-0.87","65.69"
"D","2024-07-13","19","4454","LD.QUEENCTY34.5","12.000","66.56","0.0","-0.4","66.16"
"D","2024-07-13","19","4455","LD.QUEENCTY13.8","17.000","66.56","0.0","-0.4","66.16"
"D","2024-07-13","19","4456","LD.NEW_HAVN46","8.000","66.56","0.0","-0.4","66.16"
"D","2024-07-13","19","4457","LD.MIDLEBRY46","19.000","66.56","0.0","-0.27","66.29"
"D","2024-07-13","19","4458","LD.BLISVILL46","15.000","66.56","0.0","-0.68","65.88"
"D","2024-07-13","19","4459","LD.N_RUTLND46","23.000","66.56","0.0","-0.26","66.3"
"D","2024-07-13","19","4460","LD.ASCUTNEY46","21.000","66.56","0.0","0.66","67.22"
"D","2024-07-13","19","4461","LD.FLORNCE 46","20.000","66.56","0.0","-0.35","66.21"
"D","2024-07-13","19","4462","LD.WINDSOR 46","17.000","66.56","0.0","0.66","67.22"
"D","2024-07-13","19","4463","LD.HARTFDVT46","24.000","66.56","0.0","0.9","67.46"
"D","2024-07-13","19","4464","LD.CHELSEVT46","18.000","66.56","0.0","-0.41","66.15"
"D","2024-07-13","19","4466","LD.MIDDLESX34.5","16.000","66.56","0.0","-0.78","65.78"
"D","2024-07-13","19","4467","LD.VERNONRD69","13.000","66.56","0.0","-0.72","65.84"
"D","2024-07-13","19","4468","LD.BENINGTN46","39.000","66.56","0.0","-1.6","64.96"
"D","2024-07-13","19","4470","LD.COLD_RV 46","20.000","66.56","0.0","-0.18","66.38"
"D","2024-07-13","19","10494","LD.TAFTS_CR34.5","9.000","66.56","0.0","-0.76","65.8"
"D","2024-07-13","19","14167","LD.VERGENNE34.5","5.000","66.56","0.0","-0.36","66.2"
"D","2024-07-13","19","15410","LD.SHELBURN12.5","9.000","66.56","0.0","-0.35","66.21"
"D","2024-07-13","19","15411","LD.CHARLOTT12.5","5.000","66.56","0.0","-0.34","66.22"
"D","2024-07-13","19","15412","LD.N_FERRIS12.5","2.000","66.56","0.0","-0.35","66.21"
"D","2024-07-13","19","16847","LD.STOWE   34.5","11.000","66.56","0.0","-0.75","65.81"
"D","2024-07-13","19","17147","LD.EAST_AVE34.5","33.000","66.56","0.0","-0.87","65.69"
"D","2024-07-13","19","36881","LD.NEWFANE 46","16.000","66.56","0.0","-0.65","65.91"
"D","2024-07-13","19","36893","LD.LIMEKILN34.5","16.000","66.56","0.0","-0.88","65.68"
"D","2024-07-13","19","36981","LD.LYNDONVL34.5","10.000","66.56","0.0","-2.86","63.7"
"D","2024-07-13","19","37894","LD.TAFTS_CR12.5","9.000","66.56","0.0","-0.76","65.8"
"D","2024-07-13","19","37895","LD.VERNONRD46","8.000","66.56","0.0","-0.72","65.84"
"D","2024-07-13","19","40321","LD.JAY_VT  46","13.000","66.56","0.0","-3.97","62.59"
"D","2024-07-13","19","46680","LD.GEORGIA 34.5","5.000","66.56","0.0","-2.83","63.73"
"D","2024-07-13","20","2437","LD.BARRE_VT34.5","41.000","60.25","0.0","-0.62","59.63"
"D","2024-07-13","20","4444","LD.SO_HERO 13.2","5.000","60.25","0.0","-2.1","58.15"
"D","2024-07-13","20","4445","LD.BERLINVT34.5","19.000","60.25","0.0","-0.41","59.84"
"D","2024-07-13","20","4446","LD.STJHNSBY34.5","14.000","60.25","0.0","-2.1","58.15"
"D","2024-07-13","20","4447","LD.IRASBURG46","10.000","60.25","0.0","-2.63","57.62"
"D","2024-07-13","20","4448","LD.HIGHGATE46","20.000","60.25","0.0","-4.32","55.93"
"D","2024-07-13","20","4449","LD.STALBANS34.5","34.000","60.25","0.0","-2.93","57.32"
"D","2024-07-13","20","4450","LD.E_FAIRFX34.5","30.000","60.25","0.0","-2.12","58.13"
"D","2024-07-13","20","4451","LD.ESSEX   34.5","36.000","60.25","0.0","-0.5","59.75"
"D","2024-07-13","20","4453","LD.EAST_AVE13.8","19.000","60.25","0.0","-0.41","59.84"
"D","2024-07-13","20","4454","LD.QUEENCTY34.5","13.000","60.25","0.0","-0.03","60.22"
"D","2024-07-13","20","4455","LD.QUEENCTY13.8","17.000","60.25","0.0","-0.03","60.22"
"D","2024-07-13","20","4456","LD.NEW_HAVN46","10.000","60.25","0.0","-0.15","60.1"
"D","2024-07-13","20","4457","LD.MIDLEBRY46","22.000","60.25","0.0","-0.02","60.23"
"D","2024-07-13","20","4458","LD.BLISVILL46","18.000","60.25","0.0","-0.49","59.76"
"D","2024-07-13","20","4459","LD.N_RUTLND46","26.000","60.25","0.0","-0.05","60.2"
"D","2024-07-13","20","4460","LD.ASCUTNEY46","21.000","60.25","0.0","0.82","61.07"
"D","2024-07-13","20","4461","LD.FLORNCE 46","21.000","60.25","0.0","-0.13","60.12"
"D","2024-07-13","20","4462","LD.WINDSOR 46","19.000","60.25","0.0","0.82","61.07"
"D","2024-07-13","20","4463","LD.HARTFDVT46","27.000","60.25","0.0","1.14","61.39"
"D","2024-07-13","20","4464","LD.CHELSEVT46","19.000","60.25","0.0","-0.03","60.22"
"D","2024-07-13","20","4466","LD.MIDDLESX34.5","17.000","60.25","0.0","-0.31","59.94"
"D","2024-07-13","20","4467","LD.VERNONRD69","14.000","60.25","0.0","-0.53","59.72"
"D","2024-07-13","20","4468","LD.BENINGTN46","41.000","60.25","0.0","-1.44","58.81"
"D","2024-07-13","20","4470","LD.COLD_RV 46","22.000","60.25","0.0","0.03","60.28"
"D","2024-07-13","20","10494","LD.TAFTS_CR34.5","10.000","60.25","0.0","-0.33","59.92"
"D","2024-07-13","20","14167","LD.VERGENNE34.5","5.000","60.25","0.0","-0.07","60.18"
"D","2024-07-13","20","15410","LD.SHELBURN12.5","10.000","60.25","0.0","-0.01","60.24"
"D","2024-07-13","20","15411","LD.CHARLOTT12.5","5.000","60.25","0.0","-0.01","60.24"
"D","2024-07-13","20","15412","LD.N_FERRIS12.5","2.000","60.25","0.0","-0.03","60.22"
"D","2024-07-13","20","16847","LD.STOWE   34.5","13.000","60.25","0.0","-0.28","59.97"
"D","2024-07-13","20","17147","LD.EAST_AVE34.5","34.000","60.25","0.0","-0.41","59.84"
"D","2024-07-13","20","36881","LD.NEWFANE 46","16.000","60.25","0.0","-0.46","59.79"
"D","2024-07-13","20","36893","LD.LIMEKILN34.5","17.000","60.25","0.0","-0.42","59.83"
"D","2024-07-13","20","36981","LD.LYNDONVL34.5","10.000","60.25","0.0","-2.16","58.09"
"D","2024-07-13","20","37894","LD.TAFTS_CR12.5","10.000","60.25","0.0","-0.33","59.92"
"D","2024-07-13","20","37895","LD.VERNONRD46","9.000","60.25","0.0","-0.53","59.72"
"D","2024-07-13","20","40321","LD.JAY_VT  46","13.000","60.25","0.0","-2.88","57.37"
"D","2024-07-13","20","46680","LD.GEORGIA 34.5","6.000","60.25","0.0","-2.12","58.13"
"D","2024-07-13","21","2437","LD.BARRE_VT34.5","42.000","50.47","0.0","-0.51","49.96"
"D","2024-07-13","21","4444","LD.SO_HERO 13.2","6.000","50.47","0.0","-1.7","48.77"
"D","2024-07-13","21","4445","LD.BERLINVT34.5","19.000","50.47","0.0","-0.32","50.15"
"D","2024-07-13","21","4446","LD.STJHNSBY34.5","15.000","50.47","0.0","-1.81","48.66"
"D","2024-07-13","21","4447","LD.IRASBURG46","11.000","50.47","0.0","-2.37","48.1"
"D","2024-07-13","21","4448","LD.HIGHGATE46","19.000","50.47","0.0","-3.6","46.87"
"D","2024-07-13","21","4449","LD.STALBANS34.5","35.000","50.47","0.0","-2.4","48.07"
"D","2024-07-13","21","4450","LD.E_FAIRFX34.5","32.000","50.47","0.0","-1.72","48.75"
"D","2024-07-13","21","4451","LD.ESSEX   34.5","37.000","50.47","0.0","-0.31","50.16"
